Student_ID,Total_Classes,Attended,Attendance_Percentage,Status,Dropout_Risk,Feedback,Sentiment
S00166,28.0,18.0,64.28571428571429,Shortage,Medium Risk,,
S00167,38.0,25.0,65.78947368421053,Shortage,Medium Risk,,
S00168,24.0,18.0,75.0,Safe,Low Risk,,
S00169,26.0,20.0,76.92307692307693,Safe,Low Risk,,
S00170,25.0,13.0,52.0,Shortage,Medium Risk,,
S00171,30.0,24.0,80.0,Safe,Low Risk,,
S00172,23.0,19.0,82.6086956521739,Safe,Low Risk,,
S00173,35.0,24.0,68.57142857142857,Shortage,Medium Risk,,
S00174,20.0,13.0,65.0,Shortage,Medium Risk,,
S00175,36.0,25.0,69.44444444444444,Shortage,Medium Risk,,
S00176,25.0,16.0,64.0,Shortage,Medium Risk,,
S00177,25.0,15.0,60.0,Shortage,Medium Risk,,
S00178,34.0,19.0,55.88235294117647,Shortage,Medium Risk,,
S00179,27.0,18.0,66.66666666666666,Shortage,Medium Risk,,
S00180,18.0,9.0,50.0,Shortage,Medium Risk,,
S00181,26.0,13.0,50.0,Shortage,Medium Risk,,
S00182,26.0,20.0,76.92307692307693,Safe,Low Risk,,
S00183,22.0,11.0,50.0,Shortage,Medium Risk,,
S00184,20.0,16.0,80.0,Safe,Low Risk,,
S00185,34.0,24.0,70.58823529411765,Shortage,Medium Risk,,
S00186,43.0,29.0,67.44186046511628,Shortage,Medium Risk,,
S00187,41.0,32.0,78.04878048780488,Safe,Low Risk,,
S00188,32.0,16.0,50.0,Shortage,Medium Risk,,
S00189,36.0,26.0,72.22222222222221,Shortage,Medium Risk,,
S00190,40.0,27.0,67.5,Shortage,Medium Risk,,
S00191,23.0,11.0,47.82608695652174,Shortage,High Risk,,
S00192,24.0,16.0,66.66666666666666,Shortage,Medium Risk,,
S00193,26.0,15.0,57.692307692307686,Shortage,Medium Risk,,
S00194,29.0,13.0,44.82758620689656,Shortage,High Risk,,
S00195,24.0,11.0,45.83333333333333,Shortage,High Risk,,
S00196,18.0,12.0,66.66666666666666,Shortage,Medium Risk,,
S00197,23.0,16.0,69.56521739130434,Shortage,Medium Risk,,
S00198,33.0,14.0,42.42424242424242,Shortage,High Risk,,
S00199,33.0,19.0,57.57575757575758,Shortage,Medium Risk,,
S00200,22.0,11.0,50.0,Shortage,Medium Risk,,
S00201,26.0,20.0,76.92307692307693,Safe,Low Risk,,
S00202,22.0,12.0,54.54545454545454,Shortage,Medium Risk,,
S00203,28.0,18.0,64.28571428571429,Shortage,Medium Risk,,
S00204,25.0,17.0,68.0,Shortage,Medium Risk,,
S00205,31.0,23.0,74.19354838709677,Shortage,Medium Risk,,
S00206,32.0,17.0,53.125,Shortage,Medium Risk,,
S00207,32.0,19.0,59.375,Shortage,Medium Risk,,
S00208,27.0,17.0,62.96296296296296,Shortage,Medium Risk,,
S00209,29.0,16.0,55.172413793103445,Shortage,Medium Risk,,
S00210,30.0,22.0,73.33333333333333,Shortage,Medium Risk,,
S00211,32.0,19.0,59.375,Shortage,Medium Risk,,
S00212,37.0,23.0,62.16216216216216,Shortage,Medium Risk,,
S00213,32.0,20.0,62.5,Shortage,Medium Risk,,
S00214,25.0,12.0,48.0,Shortage,High Risk,,
S00215,19.0,14.0,73.68421052631578,Shortage,Medium Risk,,
S00216,31.0,17.0,54.83870967741935,Shortage,Medium Risk,,
S00217,30.0,19.0,63.33333333333333,Shortage,Medium Risk,,
S00218,26.0,15.0,57.692307692307686,Shortage,Medium Risk,,
S00219,23.0,16.0,69.56521739130434,Shortage,Medium Risk,,
S00220,30.0,19.0,63.33333333333333,Shortage,Medium Risk,,
S00221,36.0,18.0,50.0,Shortage,Medium Risk,,
S00222,22.0,11.0,50.0,Shortage,Medium Risk,,
S00223,20.0,13.0,65.0,Shortage,Medium Risk,,
S00224,23.0,16.0,69.56521739130434,Shortage,Medium Risk,,
S00225,29.0,18.0,62.06896551724138,Shortage,Medium Risk,,
S00226,31.0,14.0,45.16129032258064,Shortage,High Risk,,
S00227,30.0,21.0,70.0,Shortage,Medium Risk,,
S00228,38.0,25.0,65.78947368421053,Shortage,Medium Risk,,
S00229,27.0,11.0,40.74074074074074,Shortage,High Risk,,
S00230,28.0,13.0,46.42857142857143,Shortage,High Risk,,
S00231,29.0,17.0,58.620689655172406,Shortage,Medium Risk,,
S00232,26.0,15.0,57.692307692307686,Shortage,Medium Risk,,
S00233,28.0,18.0,64.28571428571429,Shortage,Medium Risk,,
S00234,36.0,17.0,47.22222222222222,Shortage,High Risk,,
S00235,32.0,21.0,65.625,Shortage,Medium Risk,,
S00236,19.0,12.0,63.1578947368421,Shortage,Medium Risk,,
S00237,33.0,25.0,75.75757575757575,Safe,Low Risk,,
S00238,23.0,15.0,65.21739130434783,Shortage,Medium Risk,,
S00239,33.0,19.0,57.57575757575758,Shortage,Medium Risk,,
S00240,28.0,15.0,53.57142857142857,Shortage,Medium Risk,,
S00241,36.0,20.0,55.55555555555556,Shortage,Medium Risk,,
S00242,27.0,17.0,62.96296296296296,Shortage,Medium Risk,,
S00243,28.0,19.0,67.85714285714286,Shortage,Medium Risk,,
S00244,24.0,17.0,70.83333333333334,Shortage,Medium Risk,,
S00245,26.0,9.0,34.61538461538461,Shortage,High Risk,,
S00246,27.0,19.0,70.37037037037037,Shortage,Medium Risk,,
S00247,33.0,24.0,72.72727272727273,Shortage,Medium Risk,,
S00248,33.0,14.0,42.42424242424242,Shortage,High Risk,,
S00249,34.0,17.0,50.0,Shortage,Medium Risk,,
S00250,23.0,13.0,56.52173913043478,Shortage,Medium Risk,,
S00251,32.0,22.0,68.75,Shortage,Medium Risk,,
S00252,23.0,15.0,65.21739130434783,Shortage,Medium Risk,,
S00253,40.0,21.0,52.5,Shortage,Medium Risk,,
S00254,25.0,18.0,72.0,Shortage,Medium Risk,,
S00255,37.0,24.0,64.86486486486487,Shortage,Medium Risk,,
S00256,32.0,11.0,34.375,Shortage,High Risk,,
S00257,34.0,25.0,73.52941176470588,Shortage,Medium Risk,,
S00258,35.0,21.0,60.0,Shortage,Medium Risk,,
S00259,34.0,15.0,44.11764705882353,Shortage,High Risk,,
S00260,31.0,16.0,51.61290322580645,Shortage,Medium Risk,,
S00261,32.0,18.0,56.25,Shortage,Medium Risk,,
S00262,27.0,20.0,74.07407407407408,Shortage,Medium Risk,,
S00263,20.0,11.0,55.00000000000001,Shortage,Medium Risk,,
S00264,30.0,23.0,76.66666666666667,Safe,Low Risk,,
S00265,33.0,21.0,63.63636363636363,Shortage,Medium Risk,,
S00266,31.0,25.0,80.64516129032258,Safe,Low Risk,,
S00267,35.0,19.0,54.285714285714285,Shortage,Medium Risk,,
S00268,32.0,22.0,68.75,Shortage,Medium Risk,,
S00269,34.0,22.0,64.70588235294117,Shortage,Medium Risk,,
S00270,25.0,18.0,72.0,Shortage,Medium Risk,,
S00271,33.0,18.0,54.54545454545454,Shortage,Medium Risk,,
S00272,30.0,12.0,40.0,Shortage,High Risk,,
S00273,33.0,24.0,72.72727272727273,Shortage,Medium Risk,,
S00274,38.0,22.0,57.89473684210527,Shortage,Medium Risk,,
S00275,28.0,15.0,53.57142857142857,Shortage,Medium Risk,,
S00276,39.0,30.0,76.92307692307693,Safe,Low Risk,,
S00277,34.0,22.0,64.70588235294117,Shortage,Medium Risk,,
S00278,27.0,17.0,62.96296296296296,Shortage,Medium Risk,,
S00279,40.0,29.0,72.5,Shortage,Medium Risk,,
S00280,29.0,16.0,55.172413793103445,Shortage,Medium Risk,,
S00281,26.0,16.0,61.53846153846154,Shortage,Medium Risk,,
S00282,32.0,16.0,50.0,Shortage,Medium Risk,,
S00283,36.0,23.0,63.888888888888886,Shortage,Medium Risk,,
S00284,26.0,18.0,69.23076923076923,Shortage,Medium Risk,,
S00285,26.0,16.0,61.53846153846154,Shortage,Medium Risk,,
S00286,28.0,19.0,67.85714285714286,Shortage,Medium Risk,,
S00287,30.0,18.0,60.0,Shortage,Medium Risk,,
S00288,30.0,22.0,73.33333333333333,Shortage,Medium Risk,,
S00289,37.0,21.0,56.75675675675676,Shortage,Medium Risk,,
S00290,20.0,14.0,70.0,Shortage,Medium Risk,,
S00291,35.0,23.0,65.71428571428571,Shortage,Medium Risk,,
S00292,39.0,25.0,64.1025641025641,Shortage,Medium Risk,,
S00293,28.0,20.0,71.42857142857143,Shortage,Medium Risk,,
S00294,30.0,20.0,66.66666666666666,Shortage,Medium Risk,,
S00295,35.0,23.0,65.71428571428571,Shortage,Medium Risk,,
S00296,33.0,23.0,69.6969696969697,Shortage,Medium Risk,,
S00297,31.0,22.0,70.96774193548387,Shortage,Medium Risk,,
S00298,31.0,16.0,51.61290322580645,Shortage,Medium Risk,,
S00299,43.0,22.0,51.16279069767442,Shortage,Medium Risk,,
S00300,39.0,25.0,64.1025641025641,Shortage,Medium Risk,,
S00301,29.0,18.0,62.06896551724138,Shortage,Medium Risk,,
S00302,25.0,14.0,56.00000000000001,Shortage,Medium Risk,,
S00303,20.0,17.0,85.0,Safe,Low Risk,,
S00304,20.0,16.0,80.0,Safe,Low Risk,,
S00305,32.0,23.0,71.875,Shortage,Medium Risk,,
S00306,32.0,14.0,43.75,Shortage,High Risk,,
S00307,32.0,16.0,50.0,Shortage,Medium Risk,,
S00308,34.0,16.0,47.05882352941176,Shortage,High Risk,,
S00309,31.0,21.0,67.74193548387096,Shortage,Medium Risk,,
S00310,18.0,11.0,61.11111111111112,Shortage,Medium Risk,,
S00311,10.0,7.0,70.0,Shortage,Medium Risk,,
S00312,32.0,16.0,50.0,Shortage,Medium Risk,,
S00313,27.0,14.0,51.85185185185185,Shortage,Medium Risk,,
S00314,28.0,20.0,71.42857142857143,Shortage,Medium Risk,,
S00315,21.0,13.0,61.90476190476191,Shortage,Medium Risk,,
S00316,35.0,16.0,45.71428571428572,Shortage,High Risk,,
S00317,28.0,17.0,60.71428571428571,Shortage,Medium Risk,,
S00318,29.0,17.0,58.620689655172406,Shortage,Medium Risk,,
S00319,21.0,10.0,47.61904761904761,Shortage,High Risk,,
S00320,40.0,22.0,55.00000000000001,Shortage,Medium Risk,,
S00321,29.0,16.0,55.172413793103445,Shortage,Medium Risk,,
S00322,27.0,15.0,55.55555555555556,Shortage,Medium Risk,,
S00323,24.0,17.0,70.83333333333334,Shortage,Medium Risk,,
S00324,29.0,17.0,58.620689655172406,Shortage,Medium Risk,,
S00325,20.0,15.0,75.0,Safe,Low Risk,,
S00326,31.0,20.0,64.51612903225806,Shortage,Medium Risk,,
S00327,34.0,17.0,50.0,Shortage,Medium Risk,,
S00328,24.0,11.0,45.83333333333333,Shortage,High Risk,,
S00329,26.0,15.0,57.692307692307686,Shortage,Medium Risk,,
S00330,33.0,20.0,60.60606060606061,Shortage,Medium Risk,,
S00331,28.0,18.0,64.28571428571429,Shortage,Medium Risk,,
S00332,30.0,15.0,50.0,Shortage,Medium Risk,,
S00333,29.0,18.0,62.06896551724138,Shortage,Medium Risk,,
S00334,28.0,19.0,67.85714285714286,Shortage,Medium Risk,,
S00335,28.0,20.0,71.42857142857143,Shortage,Medium Risk,,
S00336,24.0,16.0,66.66666666666666,Shortage,Medium Risk,,
S00337,32.0,23.0,71.875,Shortage,Medium Risk,,
S00338,29.0,23.0,79.3103448275862,Safe,Low Risk,,
S00339,36.0,22.0,61.11111111111112,Shortage,Medium Risk,,
S00340,17.0,11.0,64.70588235294117,Shortage,Medium Risk,,
S00341,29.0,15.0,51.72413793103448,Shortage,Medium Risk,,
S00342,32.0,19.0,59.375,Shortage,Medium Risk,,
S00343,25.0,16.0,64.0,Shortage,Medium Risk,,
S00344,29.0,19.0,65.51724137931035,Shortage,Medium Risk,,
S00345,39.0,25.0,64.1025641025641,Shortage,Medium Risk,,
S00346,39.0,26.0,66.66666666666666,Shortage,Medium Risk,,
S00347,38.0,25.0,65.78947368421053,Shortage,Medium Risk,,
S00348,37.0,28.0,75.67567567567568,Safe,Low Risk,,
S00349,43.0,25.0,58.13953488372093,Shortage,Medium Risk,,
S00350,22.0,16.0,72.72727272727273,Shortage,Medium Risk,,
S00351,28.0,17.0,60.71428571428571,Shortage,Medium Risk,,
S00352,27.0,23.0,85.18518518518519,Safe,Low Risk,,
S00353,30.0,20.0,66.66666666666666,Shortage,Medium Risk,,
S00354,22.0,12.0,54.54545454545454,Shortage,Medium Risk,,
S00355,26.0,17.0,65.38461538461539,Shortage,Medium Risk,,
S00356,36.0,21.0,58.333333333333336,Shortage,Medium Risk,,
S00357,22.0,13.0,59.09090909090909,Shortage,Medium Risk,,
S00358,27.0,18.0,66.66666666666666,Shortage,Medium Risk,,
S00359,28.0,17.0,60.71428571428571,Shortage,Medium Risk,,
S00360,29.0,17.0,58.620689655172406,Shortage,Medium Risk,,
S00361,34.0,23.0,67.64705882352942,Shortage,Medium Risk,,
S00362,25.0,15.0,60.0,Shortage,Medium Risk,,
S00363,26.0,17.0,65.38461538461539,Shortage,Medium Risk,,
S00364,22.0,17.0,77.27272727272727,Safe,Low Risk,,
S00365,36.0,22.0,61.11111111111112,Shortage,Medium Risk,,
S00366,31.0,20.0,64.51612903225806,Shortage,Medium Risk,,
S00367,31.0,18.0,58.06451612903226,Shortage,Medium Risk,,
S00368,43.0,29.0,67.44186046511628,Shortage,Medium Risk,,
S00369,28.0,16.0,57.14285714285714,Shortage,Medium Risk,,
S00370,32.0,24.0,75.0,Safe,Low Risk,,
S00371,18.0,10.0,55.55555555555556,Shortage,Medium Risk,,
S00372,30.0,21.0,70.0,Shortage,Medium Risk,,
S00373,29.0,22.0,75.86206896551724,Safe,Low Risk,,
S00374,33.0,20.0,60.60606060606061,Shortage,Medium Risk,,
S00375,34.0,22.0,64.70588235294117,Shortage,Medium Risk,,
S00376,28.0,18.0,64.28571428571429,Shortage,Medium Risk,,
S00377,29.0,21.0,72.41379310344827,Shortage,Medium Risk,,
S00378,25.0,14.0,56.00000000000001,Shortage,Medium Risk,,
S00379,24.0,16.0,66.66666666666666,Shortage,Medium Risk,,
S00380,29.0,16.0,55.172413793103445,Shortage,Medium Risk,,
S00381,25.0,14.0,56.00000000000001,Shortage,Medium Risk,,
S00382,22.0,15.0,68.18181818181817,Shortage,Medium Risk,,
S00383,26.0,14.0,53.84615384615385,Shortage,Medium Risk,,
S00384,29.0,19.0,65.51724137931035,Shortage,Medium Risk,,
S00385,29.0,17.0,58.620689655172406,Shortage,Medium Risk,,
S00386,36.0,23.0,63.888888888888886,Shortage,Medium Risk,,
S00387,23.0,12.0,52.17391304347826,Shortage,Medium Risk,,
S00388,29.0,19.0,65.51724137931035,Shortage,Medium Risk,,
S00389,30.0,17.0,56.66666666666666,Shortage,Medium Risk,,
S00390,36.0,23.0,63.888888888888886,Shortage,Medium Risk,,
S00391,32.0,20.0,62.5,Shortage,Medium Risk,,
S00392,21.0,14.0,66.66666666666666,Shortage,Medium Risk,,
S00393,30.0,13.0,43.333333333333336,Shortage,High Risk,,
S00394,32.0,20.0,62.5,Shortage,Medium Risk,,
S00395,34.0,20.0,58.82352941176471,Shortage,Medium Risk,,
S00396,31.0,18.0,58.06451612903226,Shortage,Medium Risk,,
S00397,37.0,24.0,64.86486486486487,Shortage,Medium Risk,,
S00398,26.0,17.0,65.38461538461539,Shortage,Medium Risk,,
S00399,41.0,24.0,58.53658536585365,Shortage,Medium Risk,,
S00400,32.0,20.0,62.5,Shortage,Medium Risk,,
S00401,32.0,19.0,59.375,Shortage,Medium Risk,,
S00402,27.0,17.0,62.96296296296296,Shortage,Medium Risk,,
S00403,32.0,17.0,53.125,Shortage,Medium Risk,,
S00404,33.0,20.0,60.60606060606061,Shortage,Medium Risk,,
S00405,26.0,21.0,80.76923076923077,Safe,Low Risk,,
S00406,29.0,22.0,75.86206896551724,Safe,Low Risk,,
S00407,19.0,12.0,63.1578947368421,Shortage,Medium Risk,,
S00408,34.0,19.0,55.88235294117647,Shortage,Medium Risk,,
S00409,33.0,19.0,57.57575757575758,Shortage,Medium Risk,,
S00410,29.0,20.0,68.96551724137932,Shortage,Medium Risk,,
S00411,36.0,25.0,69.44444444444444,Shortage,Medium Risk,,
S00412,33.0,16.0,48.48484848484848,Shortage,High Risk,,
S00413,25.0,12.0,48.0,Shortage,High Risk,,
